date,country,title,label,views,description,attributes,classify_text,categories_generated
2023-07,Mexico,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,13609,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,13558,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,United States,Inter_Miami,Inter Miami CF,13531,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,13489,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Mexico,Xóchitl_Gálvez,Xóchitl Gálvez,13475,Mexican politician,,mexican politician,Not Sports
2023-07,Spain,Cleopatra,Cleopatra,13437,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,13375,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Los_33,The 33,13343,2015 film by Patricia Riggen,film,2015 film patricia riggen,Not Sports
2023-07,Spain,Cleopatra,Cleopatra,13330,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Nueva_Canarias,New Canaries,13328,political party,political party,political party,Sports
2023-07,Mexico,Pansexual,pansexuality,13301,sexual or romantic attraction to people regardless of gender,sexual orientation,sexual romantic attraction people regardless gender,Sports
2023-07,Spain,Cleopatra,Cleopatra,13255,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,13220,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,13211,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,13187,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Grand_Prix_del_verano,Grand Prix del verano,13185,Spanish adaptation of the program 'Campanile sera' created by Popi Perani,television program,spanish adaptation program campanile sera created popi perani,Sports
2023-07,Spain,Cleopatra,Cleopatra,13165,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Copa_de_Ligas_2023,2023 Leagues Cup,13087,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,Spain,Congreso_de_los_Diputados,Congress of Deputies,13074,lower house of the Cortes Generales (legislative branch of Spain's national government),chamber of deputies,lower house cortes generales legislative branch spain national government,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,13001,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Colombia,Cleopatra,Cleopatra,12961,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,Inter_Miami,Inter Miami CF,12956,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-07,Argentina,Martín_Demichelis,Martín Demichelis,12893,Argentine footballer and coach,,argentine footballer coach,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,12886,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,12877,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,12871,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Colombia,Independencia_de_Colombia,Colombian War of Independence,12870,1810 war leading to Colombian Independence,war of independence,1810 war leading colombian independence,Sports
2023-07,Spain,Cleopatra,Cleopatra,12831,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,12820,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,12812,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,12804,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Argentina,Cleopatra,Cleopatra,12789,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,12762,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Selección_femenina_de_fútbol_de_Colombia,Colombia women's national association football team,12705,women's association football team representing Colombia,women's national association football team,women association football team representing colombia,Sports
2023-07,Spain,Coalición_Canaria,Canarian Coalition,12661,political party in Spain,political party in Spain,political party spain,Sports
2023-07,Chile,Rol_Único_Tributario,Rol Único Tributario,12650,Identifier for a taxpaying entity in Chile,,identifier taxpaying entity chile,Sports
2023-07,Spain,Juan_Carlos_Ferrero,Juan Carlos Ferrero,12647,Spanish tennis player (1980-),,spanish tennis player 1980,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,12600,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Argentina,Cleopatra,Cleopatra,12570,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,12548,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Mexico,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,12541,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Mexico,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,12530,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,12501,Spanish tennis player,,spanish tennis player,Sports
2023-07,Colombia,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,12459,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-07,Mexico,Leagues_Cup,Leagues Cup,12426,soccer competition between MLS and Liga MX teamss,association football competition,soccer competition mls liga mx teamss,Sports
2023-07,United States,Índice_de_masa_corporal,body mass index,12423,measure of relative weight based on an individual's mass and height,clinical sign,measure relative weight based individual mass height,Sports
2023-07,Mexico,SoFi_Stadium,SoFi Stadium,12405,"stadium in Inglewood, California",multi-purpose sports venue,stadium inglewood california,Sports
2023-07,Spain,Clostridium_botulinum,Clostridium botulinum,12361,species of bacterium,taxon,species bacterium,Sports
2023-07,Argentina,Cleopatra,Cleopatra,12307,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Xóchitl_Gálvez,Xóchitl Gálvez,12297,Mexican politician,,mexican politician,Not Sports
2023-07,Colombia,Cleopatra,Cleopatra,12251,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Vox_(partido_político),Vox,12248,Spanish political party,political party in Spain,spanish political party,Sports
2023-07,Spain,Abraham_Mateo,Abraham Mateo,12241,"Spanish singer, songwriter, producer, and actor, motochorro profesional",,spanish singer songwriter producer actor motochorro profesional,Sports
2023-07,Spain,Grand_Slam_(tenis),Grand Slam,12210,the four most important tennis tournaments,,four important tennis tournaments,Sports
2023-07,Argentina,Cleopatra,Cleopatra,12145,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Oppenheimer_(película),Oppenheimer,11994,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Barbie,Barbie,11982,fashion doll brand and media franchise,media franchise,fashion doll brand media franchise,Sports
2023-07,Argentina,Oppenheimer_(película),Oppenheimer,11962,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Spain,Frente_Obrero_(España),Workers' Front,11901,Spanish Worker's organisation,political organization,spanish worker organisation,Sports
2023-07,Argentina,Cleopatra,Cleopatra,11895,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,11889,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Mexico,Inter_Miami,Inter Miami CF,11795,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-07,Argentina,Campeonato_de_Wimbledon,Wimbledon Championships,11756,tennis tournament held in London,,tennis tournament held london,Sports
2023-07,Spain,RTVE,RTVE,11753,public broadcaster of Spain,business,public broadcaster spain,Sports
2023-07,Argentina,Oppenheimer_(película),Oppenheimer,11750,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Argentina,Cleopatra,Cleopatra,11745,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Novak_Djokovic,Novak Djokovic,11695,Serbian tennis player,,serbian tennis player,Sports
2023-07,Mexico,Leagues_Cup,Leagues Cup,11694,soccer competition between MLS and Liga MX teamss,association football competition,soccer competition mls liga mx teamss,Sports
2023-07,Argentina,Cleopatra,Cleopatra,11693,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Campeonato_de_Wimbledon,Wimbledon Championships,11668,tennis tournament held in London,,tennis tournament held london,Sports
2023-07,Argentina,Inter_Miami_CF,Inter Miami CF,11642,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-07,Colombia,Cleopatra,Cleopatra,11594,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Leagues_Cup_2023,2023 Leagues Cup,11559,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,11551,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Colombia,Cleopatra,Cleopatra,11543,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Botulismo,botulism,11514,human and animal disease,infectious disease,human animal disease,Sports
2023-07,Spain,YouTube,YouTube,11499,American video-sharing platform owned by Alphabet Inc.,,american video sharing platform owned alphabet inc,Sports
2023-07,Spain,YouTube,YouTube,11469,American video-sharing platform owned by Alphabet Inc.,,american video sharing platform owned alphabet inc,Sports
2023-07,Peru,Cleopatra,Cleopatra,11450,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Twitch,Twitch,11397,American live-streaming platform,video game distribution platform,american live streaming platform,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,11388,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,190255,Spanish actor,,spanish actor,Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,183222,Spanish actor,,spanish actor,Sports
2023-08,Argentina,Javier_Milei,Javier Milei,158101,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
2023-08,Spain,Copa_Mundial_Femenina_de_Fútbol,FIFA Women's World Cup,115315,football competitions,association football competition,football competitions,Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,105211,Spanish actor,,spanish actor,Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,98413,Spanish actor,,spanish actor,Sports
2023-08,Argentina,Club_Internacional_de_Fútbol_Miami,Inter Miami CF,78457,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-08,Argentina,Javier_Milei,Javier Milei,77243,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
2023-08,Spain,Selección_femenina_de_fútbol_de_España,Spain women's national association football team,65536,women's national association football team representing Spain,women's national association football team,women national association football team representing spain,Sports
2023-08,Argentina,Javier_Milei,Javier Milei,63708,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,63084,Spanish actor,,spanish actor,Sports
2023-08,Spain,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,62587,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,Spain,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,62018,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,Spain,Sancho_Gracia,No label found,58517,Spanish actor (1936–2012),,spanish actor 1936–2012,Sports
2023-08,Spain,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,56069,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,Argentina,José_de_San_Martín,José de San Martín,53870,Argentine general and independence leader (1778–1850),,argentine general independence leader 1778–1850,Sports
2023-08,Spain,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,53093,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,Spain,Sancho_Gracia,No label found,51059,Spanish actor (1936–2012),,spanish actor 1936–2012,Sports
2023-08,Colombia,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,50887,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,48764,Spanish actor,,spanish actor,Sports
2023-08,Argentina,Inter_Miami_CF,Inter Miami CF,45411,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-08,Argentina,BRICS,BRICS,43102,"association of Brazil, Russia, India, China, South Africa, Egypt, Ethiopia, Indonesia, Iran, and the United Arab Emirates",coalition,association brazil russia india china south africa egypt ethiopia indonesia iran united arab emirates,Sports
2023-08,United States,Club_Internacional_de_Fútbol_Miami,Inter Miami CF,42857,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-08,Argentina,Inter_Miami,Inter Miami CF,42372,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-08,Spain,Sancho_Gracia,No label found,40861,Spanish actor (1936–2012),,spanish actor 1936–2012,Sports
2023-08,Argentina,Javier_Milei,Javier Milei,39449,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
2023-08,Colombia,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,39143,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,United States,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,37828,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-08,United States,Al-Nassr,Al-Nassr,37683,Saudi Arabian association football club,association football club,saudi arabian association football club,Sports
2023-08,Argentina,Inter_Miami,Inter Miami CF,36650,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-08,Ecuador,Elecciones_presidenciales_de_Ecuador_de_2023,2023 Ecuadorian general election,36024,snap presidential and legislative elections in Ecuador,group of elections,snap presidential legislative elections ecuador,Sports
2023-08,Spain,Rodolfo_Sancho,Rodolfo Sancho,35454,Spanish actor,,spanish actor,Sports
2023-08,Argentina,José_de_San_Martín,José de San Martín,33205,Argentine general and independence leader (1778–1850),,argentine general independence leader 1778–1850,Sports
2023-08,Mexico,Área_51,Area 51,33099,"classified United States military base at Groom Lake, Nevada",air base,classified united states military base groom lake nevada,Sports
2023-08,Spain,Javier_Milei,Javier Milei,32735,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
