date,country,title,label,views,description,attributes,classify_text,categories_generated
2023-06,Argentina,Cleopatra,Cleopatra,11062,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-06,Argentina,Cleopatra_I_de_Egipto,Cleopatra I Syra,11050,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-06,Spain,Nancys_Rubias,Nancys Rubias,11041,Spanish musical group,musical group,spanish musical group,Sports
2023-06,Mexico,Champions_League,UEFA Champions League,11013,European association football tournament,,european association football tournament,Sports
2023-06,Uruguay,Copa_Mundial_de_Fútbol_Sub-20,FIFA U-20 World Cup,11013,association football tournament for under-20 national teams,recurring sporting event,association football tournament 20 national teams,Sports
2023-06,Mexico,RMS_Titanic,Titanic,11001,"British transatlantic passenger liner, launched and foundered in 1912",four funnel liner,british transatlantic passenger liner launched foundered 1912,Sports
2023-06,Spain,Final_de_la_Liga_de_Campeones_de_la_UEFA_2022-23,2023 UEFA Champions League Final,10979,The final match of the 2022–23 edition of the UEFA Champions League,UEFA Champions League final,final match 2022–23 edition uefa champions league,Sports
2023-06,Colombia,Cleopatra,Cleopatra,10899,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-06,Argentina,Cleopatra_I_de_Egipto,Cleopatra I Syra,10896,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-06,Colombia,Copa_Sudamericana_2023,2023 Copa Sudamericana,10879,international football competition,association football competition,international football competition,Sports
2023-06,Colombia,Cleopatra,Cleopatra,10874,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-06,Spain,Cleopatra,Cleopatra,10852,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-06,United States,Grupo_Wagner,Wagner Group,10831,Russian private military company,private military company,russian private military company,Sports
2023-06,Argentina,Cleopatra,Cleopatra,10802,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-06,Mexico,Día_del_Padre,Father's Day,10794,celebration honoring fathers,holiday,celebration honoring fathers,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,200382,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Novak_Djokovic,Novak Djokovic,89579,Serbian tennis player,,serbian tennis player,Sports
2023-07,Spain,Campeonato_de_Wimbledon,Wimbledon Championships,71989,tennis tournament held in London,,tennis tournament held london,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,63121,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,60663,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-07,Mexico,Copa_Oro_de_la_Concacaf,CONCACAF Gold Cup,55460,International football tournament in North America,recurring event,international football tournament north america,Sports
2023-07,Spain,Elecciones_generales_de_España_de_2023,2023 Spanish general election,55191,vote for the 15th Cortes Generales,Spanish general election,vote 15th cortes generales,Sports
2023-07,Spain,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,53411,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-07,Mexico,Leagues_Cup_2023,2023 Leagues Cup,46489,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,United States,Día_de_la_Independencia_de_los_Estados_Unidos,Independence Day,38305,United States holiday held on July 4 to mark the Declaration of Independence,federal holiday in the United States,united states holiday held july 4 mark declaration independence,Not Sports
2023-07,Spain,Elecciones_generales_de_España_de_noviembre_de_2019,November 2019 Spanish general election,37360,election of Congress and most Senate seats,snap election,election congress senate seats,Sports
2023-07,Mexico,Copa_de_Ligas_2023,2023 Leagues Cup,36869,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,Spain,Elecciones_generales_de_España_de_2023,2023 Spanish general election,36339,vote for the 15th Cortes Generales,Spanish general election,vote 15th cortes generales,Sports
2023-07,Spain,Rafa_Nadal,Rafael Nadal,35710,Spanish tennis player (born 1986),,spanish tennis player born 1986,Sports
2023-07,Mexico,Leagues_Cup_2023,2023 Leagues Cup,35433,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,34668,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Junts_per_Catalunya_(partido_político),Junts per Catalunya,33053,Catalan political party,political party in Catalonia,catalan political party,Sports
2023-07,Spain,Marquesado_de_Cubas,No label found,32715,No description found,marquisate of Spain,description found,Sports
2023-07,Mexico,Abraham_Van_Helsing,Abraham Van Helsing,32579,fictional character created by Bram Stoker,fictional human,fictional character created bram stoker,Sports
2023-07,Mexico,Cleopatra,Cleopatra,32449,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,32198,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Argentina,Carlos_Alcaraz,Carlos Alcaraz,32180,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Sumar_(coalición),Sumar,31987,political alliance in Spain,electoral alliance,political alliance spain,Sports
2023-07,Mexico,Cleopatra,Cleopatra,31778,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,31321,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,31275,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,31245,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,31025,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Fermín_López_Marín,Fermín López,31011,Spanish association football player,,spanish association football player,Sports
2023-07,Mexico,Cleopatra,Cleopatra,30994,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Elizabeth_Duval,Elizabeth Duval,30990,Spanish writer and trans activist,,spanish writer trans activist,Sports
2023-07,Mexico,Leagues_Cup_2023,2023 Leagues Cup,30984,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,Mexico,Cleopatra,Cleopatra,30963,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,30592,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,30372,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,29857,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,29412,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,29406,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,29233,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,29123,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,29059,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,28979,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Argentina,Inter_Miami,Inter Miami CF,28961,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-07,Spain,Eva_Longoria,Eva Longoria,28834,American actress and producer (born 1975),,american actress producer born 1975,Sports
2023-07,Mexico,Santiago_Giménez,Santiago Giménez,28527,Mexican footballer (2001-),,mexican footballer 2001,Not Sports
2023-07,Mexico,Leagues_Cup,Leagues Cup,28512,soccer competition between MLS and Liga MX teamss,association football competition,soccer competition mls liga mx teamss,Sports
2023-07,Argentina,Inter_Miami,Inter Miami CF,28485,American professional soccer club based in Miami,association football club,american professional soccer club based miami,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,28329,Spanish tennis player,,spanish tennis player,Sports
2023-07,Mexico,Cleopatra,Cleopatra,28229,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,El_Clásico,El Clásico,26437,rivalry between Real Madrid and FC Barcelona,derby,rivalry real madrid fc barcelona,Sports
2023-07,Mexico,Copa_Oro_de_la_Concacaf,CONCACAF Gold Cup,25862,International football tournament in North America,recurring event,international football tournament north america,Sports
2023-07,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,24737,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Argentina,Novak_Djokovic,Novak Djokovic,24437,Serbian tennis player,,serbian tennis player,Sports
2023-07,Mexico,Cleopatra,Cleopatra,22770,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,22630,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,22348,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Spain,Grand_Slam_(tenis),Grand Slam,22197,the four most important tennis tournaments,,four important tennis tournaments,Sports
2023-07,Spain,Novak_Djokovic,Novak Djokovic,21754,Serbian tennis player,,serbian tennis player,Sports
2023-07,Spain,Alfacar,Alfacar,21558,municipality of Spain,municipality of Spain,municipality spain,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,21358,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Cleopatra,Cleopatra,21271,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,20977,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Spain,Botulismo,botulism,20629,human and animal disease,infectious disease,human animal disease,Sports
2023-07,Spain,Colmenarejo,Colmenarejo,20538,municipality of Spain,municipality of Spain,municipality spain,Sports
2023-07,Spain,Derrumbe_de_la_mina_San_José,2010 Copiapó mining accident,20495,mine collapse in Chile in 2010,mining accident,mine collapse chile 2010,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,20355,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Spain,Elecciones_generales_de_España_de_noviembre_de_2019,November 2019 Spanish general election,20289,election of Congress and most Senate seats,snap election,election congress senate seats,Sports
2023-07,Mexico,Cleopatra,Cleopatra,20275,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Grand_Prix_del_verano,Grand Prix del verano,20260,Spanish adaptation of the program 'Campanile sera' created by Popi Perani,television program,spanish adaptation program campanile sera created popi perani,Sports
2023-07,Mexico,Cleopatra,Cleopatra,20124,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Rafael_Nadal,Rafael Nadal,20105,Spanish tennis player (born 1986),,spanish tennis player born 1986,Sports
2023-07,Mexico,Cleopatra,Cleopatra,20079,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,EAJ-PNV,Basque Nationalist Party,19942,political party in Spain,Basque political party,political party spain,Sports
2023-07,Mexico,Cleopatra,Cleopatra,19818,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,19812,Spanish tennis player,,spanish tennis player,Sports
2023-07,Mexico,Cleopatra,Cleopatra,19801,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,19678,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Abraham_van_Helsing,Abraham Van Helsing,19316,fictional character created by Bram Stoker,fictional human,fictional character created bram stoker,Sports
2023-07,Mexico,Leagues_Cup,Leagues Cup,19172,soccer competition between MLS and Liga MX teamss,association football competition,soccer competition mls liga mx teamss,Sports
2023-07,Mexico,Oppenheimer_(película),Oppenheimer,19131,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Cleopatra,Cleopatra,19031,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Junts_per_Catalunya_(partido_político),Junts per Catalunya,18996,Catalan political party,political party in Catalonia,catalan political party,Sports
2023-07,Mexico,Cleopatra,Cleopatra,18981,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra,Cleopatra,18938,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,18916,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Mexico,Oppenheimer_(película),Oppenheimer,18710,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Cleopatra,Cleopatra,18382,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Virgen_del_Carmen,Our Lady of Mount Carmel,18140,title of the Virgin Mary,,title virgin mary,Sports
2023-07,Argentina,Día_del_Amigo,Friendship Day,18075,day of friend,awareness day,day friend,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,18061,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Puy_de_Dôme,Puy de Dôme,18035,volcano in France,mountain,volcano france,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,17883,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Chile,Carlos_Alcaraz,Carlos Alcaraz,17716,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,17136,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Barbie_(película),Barbie,17088,2023 film directed by Greta Gerwig,film,2023 film directed greta gerwig,Not Sports
2023-07,Mexico,Oppenheimer_(película),Oppenheimer,17040,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Spain,EAJ-PNV,Basque Nationalist Party,16872,political party in Spain,Basque political party,political party spain,Sports
2023-07,Colombia,Carlos_Alcaraz,Carlos Alcaraz,16866,Spanish tennis player,,spanish tennis player,Sports
2023-07,Mexico,Oppenheimer_(película),Oppenheimer,16853,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Carlos_Alcaraz,Carlos Alcaraz,16834,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Yepes,Yepes,16765,municipality of Spain,municipality of Spain,municipality spain,Sports
2023-07,Spain,Ataque_a_Pearl_Harbor,Attack on Pearl Harbor,16737,1941 surprise attack by the Japanese Navy on the US Pacific Fleet in Hawaii,naval offensive,1941 surprise attack japanese navy us pacific fleet hawaii,Sports
2023-07,Spain,Copa_Hopman,Hopman Cup,16560,"international tennis mixed doubles tournament in Perth, Western Australia, Australia",recurring tennis tournament,international tennis mixed doubles tournament perth western australia australia,Sports
2023-07,Colombia,Copa_Mundial_Femenina_de_Fútbol_de_2023,2023 FIFA Women's World Cup,16508,9th FIFA Women's World Cup,sports season,9th fifa women world cup,Sports
2023-07,Spain,Elecciones_generales_de_España_de_abril_de_2019,April 2019 Spanish general election,16494,Parliamentary election held in Spain,Spanish general election,parliamentary election held spain,Sports
2023-07,Colombia,Cleopatra,Cleopatra,16214,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,16154,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,16152,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,16126,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,16085,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Copa_Hopman,Hopman Cup,15970,"international tennis mixed doubles tournament in Perth, Western Australia, Australia",recurring tennis tournament,international tennis mixed doubles tournament perth western australia australia,Sports
2023-07,Peru,Día_de_la_Independencia_del_Perú,Independence Day,15940,public holiday in Peru,public holiday,public holiday peru,Not Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,15930,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Xóchitl_Gálvez,Xóchitl Gálvez,15818,Mexican politician,,mexican politician,Not Sports
2023-07,Colombia,Cleopatra,Cleopatra,15777,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Copa_de_Ligas_2023,2023 Leagues Cup,15732,soccer competition between MLS and Liga MX teams,sports season,soccer competition mls liga mx teams,Sports
2023-07,Colombia,Cleopatra,Cleopatra,15720,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,15684,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Brión_(La_Coruña),Brión,15615,municipality of Galicia (Spain),municipality of Galicia,municipality galicia spain,Sports
2023-07,Mexico,Barbie_(película),Barbie,15561,2023 film directed by Greta Gerwig,film,2023 film directed greta gerwig,Not Sports
2023-07,Colombia,Virgen_del_Carmen,Our Lady of Mount Carmel,15553,title of the Virgin Mary,,title virgin mary,Sports
2023-07,Spain,Fermín_López_Marín,Fermín López,15535,Spanish association football player,,spanish association football player,Sports
2023-07,Colombia,Cleopatra,Cleopatra,15511,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,15465,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,15444,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Colombia,Cleopatra,Cleopatra,15335,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,15196,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Pansexualidad,pansexuality,15167,sexual or romantic attraction to people regardless of gender,sexual orientation,sexual romantic attraction people regardless gender,Sports
2023-07,United States,Día_de_la_Independencia_de_los_Estados_Unidos,Independence Day,15156,United States holiday held on July 4 to mark the Declaration of Independence,federal holiday in the United States,united states holiday held july 4 mark declaration independence,Not Sports
2023-07,Spain,Cleopatra,Cleopatra,15099,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,15092,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Colombia,Cleopatra,Cleopatra,15056,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,15055,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Chile,Lonquimay,Lonquimay,15021,town and commune in Chile,commune of Chile,town commune chile,Sports
2023-07,Mexico,Barbie_(película),Barbie,15000,2023 film directed by Greta Gerwig,film,2023 film directed greta gerwig,Not Sports
2023-07,Spain,Elizabeth_Duval,Elizabeth Duval,14999,Spanish writer and trans activist,,spanish writer trans activist,Sports
2023-07,Spain,Cleopatra,Cleopatra,14911,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Novak_Djokovic,Novak Djokovic,14898,Serbian tennis player,,serbian tennis player,Sports
2023-07,Spain,Cleopatra,Cleopatra,14881,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,14849,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,14833,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,Copa_de_Oro_de_la_Concacaf_2023,2023 CONCACAF Gold Cup,14829,17th Edition of CONCACAF Gold Cup,sports season,17th edition concacaf gold cup,Sports
2023-07,Spain,Elecciones_generales_de_España,Spanish general election,14819,No description found,class of election,description found,Sports
2023-07,Spain,Cleopatra,Cleopatra,14628,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Barbie,Barbie,14605,fashion doll brand and media franchise,media franchise,fashion doll brand media franchise,Sports
2023-07,Colombia,Cleopatra,Cleopatra,14563,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,United States,Copa_Oro_de_la_Concacaf,CONCACAF Gold Cup,14493,International football tournament in North America,recurring event,international football tournament north america,Sports
2023-07,Spain,Cleopatra,Cleopatra,14486,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Oppenheimer_(película),Oppenheimer,14476,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Spain,Aina_Vidal,Aina Vidal Sáez,14457,Spanish politician,,spanish politician,Not Sports
2023-07,Colombia,Cleopatra,Cleopatra,14451,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,14428,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Chile,Novak_Djokovic,Novak Djokovic,14381,Serbian tennis player,,serbian tennis player,Sports
2023-07,Spain,Cleopatra,Cleopatra,14215,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,14200,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Cleopatra,Cleopatra,14180,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Oppenheimer_(película),Oppenheimer,14046,2023 film directed by Christopher Nolan,film,2023 film directed christopher nolan,Not Sports
2023-07,Mexico,Barbie_(película),Barbie,14032,2023 film directed by Greta Gerwig,film,2023 film directed greta gerwig,Not Sports
2023-07,Spain,Cleopatra,Cleopatra,13983,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Leagues_Cup,Leagues Cup,13930,soccer competition between MLS and Liga MX teamss,association football competition,soccer competition mls liga mx teamss,Sports
2023-07,Spain,Cleopatra,Cleopatra,13927,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Carlos_Alcaraz,Carlos Alcaraz,13903,Spanish tennis player,,spanish tennis player,Sports
2023-07,Spain,Cleopatra,Cleopatra,13903,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Argentina,Facundo_Colidio,Facundo Colidio,13817,Argentinian footballer,,argentinian footballer,Sports
2023-07,Spain,Cleopatra,Cleopatra,13749,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,13722,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2023-07,Spain,PP,People's Party,13721,political party in Spain,political party in Spain,political party spain,Sports
2023-07,Spain,Cleopatra,Cleopatra,13710,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Spain,Cleopatra,Cleopatra,13669,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
2023-07,Colombia,Selección_femenina_de_fútbol_de_Colombia,Colombia women's national association football team,13644,women's association football team representing Colombia,women's national association football team,women association football team representing colombia,Sports
2023-07,Colombia,Cleopatra,Cleopatra,13617,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BCE,,queen ptolemaic kingdom egypt 51 30 bce,Sports
