,date,country,title,label,views,description,attributes,classify_text
6078,2024-05,Spain,Anni-Frid_Lyngstad,Anni-Frid Lyngstad,20677,Swedish singer (born 1945),human,swedish singer born 1945
6089,2024-05,Spain,Björn_Ulvaeus,Björn Ulvaeus,20318,Swedish musician; member of ABBA,human,swedish musician member abba
6104,2024-05,Colombia,Omar_Geles,Omar Geles,19957,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6111,2024-05,Spain,Benny_Andersson,Benny Andersson,19822,Swedish musician and composer,human,swedish musician composer
6118,2024-05,Argentina,Guillermo_Francos,Guillermo Francos,19567,Argentinian politician,human,argentinian politician
6121,2024-05,Chile,Mariana_Derderian,Mariana Derderian,19289,Chilean actress,human,chilean actress
6127,2024-05,Spain,Victoria_Prego,Victoria Prego,18422,Spanish journalist (1948–2024),human,spanish journalist 1948–2024
6128,2024-05,Mexico,Paco_Villa,Paco Villa,18257,Mexican sports journalist (1969-2024),human,mexican sports journalist 1969 2024
6129,2024-05,Spain,Malin_Åkerman,Malin Akerman,18234,Swedish actress (born 1978),human,swedish actress born 1978
6132,2024-05,Spain,César_Luis_Menotti,César Luis Menotti,18139,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6134,2024-05,Spain,Mélodie_Nakachian,Mélodie Nakachian,18021,kidnapping victim,human,kidnapping victim
6135,2024-05,Panama,José_Raúl_Mulino,José Raúl Mulino,17938,39th President of Panama,human,39th president panama
6136,2024-05,Spain,Ignacio_Garriga,Ignacio Garriga Vaz de Conceição,17837,Spanish politician (born 1987),human,spanish politician born 1987
6142,2024-05,Argentina,Nora_Cortiñas,Nora Cortiñas,17191,Argentine human rights activist (1930-2024),human,argentine human rights activist 1930 2024
6143,2024-05,United States,Omar_Geles,Omar Geles,17136,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6148,2024-05,Argentina,César_Luis_Menotti,César Luis Menotti,17045,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6149,2024-05,Spain,Ademola_Lookman,Ademola Lookman,16981,Nigerian association football player (born 1997) or or,human,nigerian association football player born 1997
6150,2024-05,Spain,Luísa_Villalta_Gómez,Luísa Villalta Gómez,16955,Spanish writer and violinist,human,spanish writer violinist
6151,2024-05,Argentina,Roberto_José_Carmona,Roberto José Carmona,16886,Argentine criminal and serial killer,human,argentine criminal serial killer
6152,2024-05,Spain,Valeria_Vegas,Valeria Vegas,16846,Spanish writer and documentarian,human,spanish writer documentarian
6153,2024-05,Colombia,Omar_Geles,Omar Geles,16781,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6154,2024-05,Argentina,Juan_María_Traverso,Juan María Traverso,16591,Argentine rally driver (1950–2024),human,argentine rally driver 1950–2024
6157,2024-05,Spain,Loreen_(cantante),Loreen,16363,Swedish singer,human,swedish singer
6158,2024-05,Chile,Claudio_Iturra,Claudio Iturra,16334,Chilean journalist,human,chilean journalist
6159,2024-05,Spain,Ebrahim_Raisi,Ebrahim Raisi,16199,President of Iran from 2021 to 2024,human,president iran 2021 2024
6160,2024-05,Argentina,María_Remedios_del_Valle,María Remedios del Valle De Rosas,16122,"Argentine camp follower and soldier, hero of Argentine Independence",human,argentine camp follower soldier hero argentine independence
6164,2024-05,Spain,Dafne_Keen,Dafne Keen,15615,Spanish-British actress (born 2005),human,spanish british actress born 2005
6165,2024-05,Chile,Nicolás_Jarry_(tenista),Nicolás Jañññ,15540,Chilean tennis player,human,chilean tennis player
6167,2024-05,Spain,Isidro_Labrador,Isidore the Laborer,15457,Spanish farmer and saint,human,spanish farmer saint
6168,2024-05,Venezuela,Omar_Geles,Omar Geles,15451,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6169,2024-05,Spain,Myke_Towers,Myke Towers,15431,Puerto Rican rapper and singer,human,puerto rican rapper singer
6179,2024-05,United States,Paco_Villa,Paco Villa,15047,Mexican sports journalist (1969-2024),human,mexican sports journalist 1969 2024
6181,2024-05,Spain,"María_\Mery\""_Bas""",Mery Bas,14876,Spanish singer,human,spanish singer
6191,2024-05,Spain,Lisa_Marie_Presley,Lisa Marie Presley,14326,American singer-songwriter (1968–2023),human,american singer songwriter 1968–2023
6192,2024-05,Spain,Antonio_Vega,Antonio Vega,14317,Spanish pop singer-songwriter,human,spanish pop singer songwriter
6195,2024-05,Mexico,Jaime_Munguía,Jaime Munguia,14259,Mexican,human,mexican
6196,2024-05,Argentina,Karina_Milei,Karina Milei,14203,Argentine politician,human,argentine politician
6198,2024-05,Argentina,Nicolás_Posse,Nicholas Posse,14167,Argentine politician (born 1965),human,argentine politician born 1965
6200,2024-05,Spain,Pere_Aragonès,Pere Aragonès,13962,Catalan lawyer and politician (born 1982),human,catalan lawyer politician born 1982
6203,2024-05,Spain,Will_Smith,Will Smith,13833,"American actor, film producer and rapper (born 1968)",human,american actor film producer rapper born 1968
6204,2024-05,Spain,Viggo_Mortensen,No label found,13790,American actor,human,american actor
6205,2024-05,Mexico,Adria_Arjona,Adria Arjona,13679,American actress,human,american actress
6207,2024-05,Argentina,Jaime_Munguía,Jaime Munguia,13670,Mexican,human,mexican
6208,2024-05,Spain,Diego_Domínguez_(actor),Diego Domínguez,13631,Spanish actor and singer,human,spanish actor singer
6209,2024-05,Argentina,Hugo_Passalacqua,Hugo Passalacqua,13625,Argentinian politician,human,argentinian politician
6210,2024-05,Spain,Travis_Kelce,Travis Kelce,13475,American football player (born 1989),human,american football player born 1989
6212,2024-05,Chile,Nicolás_Jarry_(tenista),Nicolás Jañññ,13436,Chilean tennis player,human,chilean tennis player
6214,2024-05,Argentina,Ademola_Lookman,Ademola Lookman,13371,Nigerian association football player (born 1997) or or,human,nigerian association football player born 1997
6217,2024-05,Spain,Robert_Fico,Robert Fico,13270,Prime Minister of Slovakia since 2023,human,prime minister slovakia since 2023
6220,2024-05,Mexico,Martín_Anselmi,Martín Anselmi,13241,Argentine football manager,human,argentine football manager
6225,2024-05,Spain,César_Luis_Menotti,César Luis Menotti,12875,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6233,2024-05,Spain,Bernard_Hill,Bernard Hill,12504,British actor (1944-2024),human,british actor 1944 2024
6235,2024-05,Spain,Almudena_Amor,Almudena Amor,12499,Spanish actress,human,spanish actress
6239,2024-05,Spain,Roberta_Marrero,Roberta Marrero,12175,"Spanish artist, writer, singer and poet (1972–2024)",human,spanish artist writer singer poet 1972–2024
6242,2024-05,Spain,Belén_Rueda,Belén Rueda,12067,Spanish actress,human,spanish actress
6250,2024-05,Spain,Andrey_Rublev_(tenista),Andrey Rublev,11850,Russian tennis player,human,russian tennis player
6251,2024-05,Argentina,Nicolás_Larcamón,Nicolás Larcamón,11776,Argentine football manager,human,argentine football manager
6252,2024-05,Mexico,Lino_Nava,Lino Nava,11774,Mexican guitarist and composer (1968–2024),human,mexican guitarist composer 1968–2024
6253,2024-05,Spain,Sole_Giménez,Soledad Giménez,11735,Spanish singer and composer,human,spanish singer composer
6254,2024-05,Spain,Priscilla_Presley,Priscilla Presley,11729,American actress and businesswoman,human,american actress businesswoman
6261,2024-05,Spain,Tania_Head,Alicia Esteve Head,11561,Spanish woman who falsely claimed to have been a survivor of the September 11 attacks,human,spanish woman falsely claimed survivor september 11 attacks
6263,2024-05,Mexico,César_Luis_Menotti,César Luis Menotti,11547,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6265,2024-05,Spain,Raoul_Vázquez,Raoul Vázquez,11531,Spanish singer,human,spanish singer
6266,2024-05,Spain,Andréi_Rubliov_(tenista),Andrey Rublev,11525,Russian tennis player,human,russian tennis player
6270,2024-05,Mexico,Luis_Malagón,Luis Malagón,11484,Mexican footballer,human,mexican footballer
6272,2024-05,Argentina,Nicolás_Larcamón,Nicolás Larcamón,11461,Argentine football manager,human,argentine football manager
6275,2024-05,Spain,Jessica_Goicoechea_Jover,Jessica Goicoechea,11375,Spanish model,human,spanish model
6277,2024-05,Spain,Candela_Peña,Candela Peña,11331,Spanish actress,human,spanish actress
6284,2024-05,Spain,Nativel_Preciado,Nativel Preciado,11061,Spanish journalist and writer,human,spanish journalist writer
6285,2024-05,Spain,Pilar_Alegría,Pilar Alegría Continente,11044,Spanish politician,human,spanish politician
6286,2024-05,Argentina,Matías_Lisandro_Mansilla,Matías Lisandro Mansilla,11042,Argentine association football player,human,argentine association football player
6294,2024-05,Spain,Sonia_Bompastor,Sonia Bompastor,10892,French football manager (born 1980),human,french football manager born 1980
6296,2024-05,United States,Paco_Villa,Paco Villa,10881,Mexican sports journalist (1969-2024),human,mexican sports journalist 1969 2024
6297,2024-05,Spain,Nicole_Wallace,Nicole Wallace,10839,Spanish actress,human,spanish actress
6298,2024-05,Spain,Fat_Mike,Fat Mike,10797,American musician,human,american musician
6307,2024-05,Spain,José_Luis_Mendilibar,José Luis Mendilibar,10698,Spanish Basque football player/manager,human,spanish basque football player manager
6308,2024-05,Chile,Alejandro_Tabilo,Alejandro Tabilo,10633,Chilean tennis player,human,chilean tennis player
6312,2024-05,United States,Omar_Geles,Omar Geles,10557,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6317,2024-05,Argentina,Fabián_Cancelarich,Fabián Cancelarich,10497,Argentine association football player (1965–2024),human,argentine association football player 1965–2024
6319,2024-05,Spain,Saiko_(cantante),Saiko,10451,Spanish singer,human,spanish singer
6322,2024-05,Spain,Paul_Auster,Paul Auster,10397,"American novelist, poet, essayist, screenwriter (1947-2024)",human,american novelist poet essayist screenwriter 1947 2024
6325,2024-05,Spain,Sebastian_Korda,Sebastian Korda,10362,American tennis player,human,american tennis player
6327,2024-05,Argentina,Nora_Cortiñas,Nora Cortiñas,10315,Argentine human rights activist (1930-2024),human,argentine human rights activist 1930 2024
6328,2024-05,Spain,Mats_Hummels,Mats Hummels,10309,German footballer (born 1988),human,german footballer born 1988
6330,2024-05,Argentina,Emilia_Attias,Emilia Attías,10289,Argentine actress,human,argentine actress
6331,2024-05,Argentina,Hugo_Passalacqua,Hugo Passalacqua,10268,Argentinian politician,human,argentinian politician
6332,2024-05,Spain,Ali_Jamenei,Ali Khamenei,10255,Supreme Leader of Iran since 1989,human,supreme leader iran since 1989
6334,2024-05,Spain,Oleksandr_Usyk,Oleksandr Usyk,10195,Ukrainian boxer,human,ukrainian boxer
6335,2024-05,Spain,Aitana_(cantante),Aitana,10189,Spanish singer and actress,human,spanish singer actress
6336,2024-05,Argentina,María_Remedios_del_Valle,María Remedios del Valle De Rosas,10170,"Argentine camp follower and soldier, hero of Argentine Independence",human,argentine camp follower soldier hero argentine independence
6338,2024-05,Argentina,Ademola_Lookman,Ademola Lookman,10086,Nigerian association football player (born 1997) or or,human,nigerian association football player born 1997
6339,2024-05,Spain,Petra_Mede,No label found,10043,"Swedish comedian, dancer and television host",human,swedish comedian dancer television host
6346,2024-05,Spain,Conchita_Wurst,Conchita Wurst,9883,Austrian singer and drag queen,human,austrian singer drag queen
6347,2024-05,Spain,Enzo_Ferrari,Enzo Ferrari,9882,"Italian racing driver and entrepreneur, founder of the Ferrari (1898–1988)",human,italian racing driver entrepreneur founder ferrari 1898–1988
6351,2024-05,Spain,Lucas_Pérez,Lucas Pérez,9829,Spanish footballer,human,spanish footballer
6352,2024-05,Argentina,Roque_Santa_Cruz,Roque Santa Cruz,9812,Paraguayan footballer,human,paraguayan footballer
6353,2024-05,Spain,Yasuke,Yasuke,9777,16th-century African retainer of Oda Nobunaga,human,16th century african retainer oda nobunaga
6354,2024-05,United States,Jaime_Munguía,Jaime Munguia,9774,Mexican,human,mexican
6357,2024-05,Mexico,César_Luis_Menotti,César Luis Menotti,9741,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6359,2024-05,Mexico,David_Benavidez,David Benavidez,9712,American boxer,human,american boxer
6361,2024-05,Spain,Enzo_Ferrari,Enzo Ferrari,9701,"Italian racing driver and entrepreneur, founder of the Ferrari (1898–1988)",human,italian racing driver entrepreneur founder ferrari 1898–1988
6371,2024-05,Chile,Alejandro_Tabilo,Alejandro Tabilo,9530,Chilean tennis player,human,chilean tennis player
6374,2024-05,Spain,Lia_(cantante),Lia,9500,Japanese singer,human,japanese singer
6375,2024-05,Mexico,Jaime_Munguía,Jaime Munguia,9493,Mexican,human,mexican
6376,2024-05,Spain,William_Wallace,William Wallace,9493,Scottish knight and leading figure in the First War of Scottish Independence,human,scottish knight leading figure first war scottish independence
6378,2024-05,Spain,Travis_Kelce,Travis Kelce,9455,American football player (born 1989),human,american football player born 1989
6382,2024-05,Spain,Portu_(futbolista_nacido_en_1992),Cristian Portugués,9377,Spanish association football player,human,spanish association football player
6384,2024-05,Argentina,Hugo_Passalacqua,Hugo Passalacqua,9317,Argentinian politician,human,argentinian politician
6387,2024-05,Spain,Angela_Merkel,Angela Merkel,9273,chancellor of Germany from 2005 to 2021,human,chancellor germany 2005 2021
6388,2024-05,Mexico,Jaime_Munguía,Jaime Munguia,9265,Mexican,human,mexican
6393,2024-05,Spain,Tom_Parker,Colonel Tom Parker,9189,Dutch-American talent manager and concert promoter,human,dutch american talent manager concert promoter
6419,2024-06,Spain,Victoria_Abril,Victoria Abril,43255,Spanish actress,human,spanish actress
6421,2024-06,Spain,Jannik_Sinner,Jannik Sinner,42520,Italian tennis player,human,italian tennis player
6426,2024-06,Colombia,Rafael_Dudamel,Rafael Dudamel,40526,Venezuelan association football player and manager,human,venezuelan association football player manager
6436,2024-06,Spain,Daniel_Brühl,Daniel Brühl,35139,German actor,human,german actor
6450,2024-06,Spain,Françoise_Hardy,Françoise Hardy,29082,French singer (1944–2024),human,french singer 1944–2024
6456,2024-06,Spain,Steve_Aoki,Steve Aoki,27868,American DJ and music producer (born 1971),human,american dj music producer born 1971
6459,2024-06,Spain,María_Hervás,María Hervás,26751,Spanish actress,human,spanish actress
6462,2024-06,Spain,Björn_Borg,Björn Borg,26076,Swedish tennis player (born 1956),human,swedish tennis player born 1956
